01.02.2024 00:00;5
01.02.2024 00:10;5.1
01.02.2024 00:20;5.1
01.02.2024 00:30;5.1
01.02.2024 00:40;5.9
01.02.2024 00:50;6.1
01.02.2024 01:00;6.1
01.02.2024 01:10;5.6
01.02.2024 01:20;5.3
01.02.2024 01:30;5.6
01.02.2024 01:40;5.5
01.02.2024 01:50;5.5
01.02.2024 02:00;5.5
01.02.2024 02:10;6.2
01.02.2024 02:20;6.3
01.02.2024 02:30;6.2
01.02.2024 02:40;6.1
01.02.2024 02:50;6
01.02.2024 03:00;6
01.02.2024 03:10;6
01.02.2024 03:20;5.9
01.02.2024 03:30;6
01.02.2024 03:40;6.2
01.02.2024 03:50;6.1
01.02.2024 04:00;6.4
01.02.2024 04:10;6.4
01.02.2024 04:20;6.1
01.02.2024 04:30;6.2
01.02.2024 04:40;6.1
01.02.2024 04:50;6.1
01.02.2024 05:00;6.1
01.02.2024 05:10;6
01.02.2024 05:20;6.1
01.02.2024 05:30;6
01.02.2024 05:40;6
01.02.2024 05:50;6
01.02.2024 06:00;5.9
01.02.2024 06:10;5.9
01.02.2024 06:20;5.9
01.02.2024 06:30;6
01.02.2024 06:40;6.1
01.02.2024 06:50;6.1
01.02.2024 07:00;6.3
01.02.2024 07:10;6.6
01.02.2024 07:20;6.6
01.02.2024 07:30;6.9
01.02.2024 07:40;7
01.02.2024 07:50;7.1
01.02.2024 08:00;7.2
01.02.2024 08:10;7.2
01.02.2024 08:20;7.2
01.02.2024 08:30;7.4
01.02.2024 08:40;7.4
01.02.2024 08:50;7.3
01.02.2024 09:00;7.3
01.02.2024 09:10;7.1
01.02.2024 09:20;6.8
01.02.2024 09:30;6.5
01.02.2024 09:40;6.4
01.02.2024 09:50;5.9
01.02.2024 10:00;5.6
01.02.2024 10:10;5.3
01.02.2024 10:20;5.2
01.02.2024 10:30;5
01.02.2024 10:40;4.9
01.02.2024 10:50;4.8
01.02.2024 11:00;4.8
01.02.2024 11:10;4.9
01.02.2024 11:20;4.9
01.02.2024 11:30;5
01.02.2024 11:40;4.9
01.02.2024 11:50;5
01.02.2024 12:00;5
01.02.2024 12:10;4.9
01.02.2024 12:20;4.9
01.02.2024 12:30;5
01.02.2024 12:40;5
01.02.2024 12:50;4.9
01.02.2024 13:00;4.9
01.02.2024 13:10;4.9
01.02.2024 13:20;4.9
01.02.2024 13:30;5
01.02.2024 13:40;5
01.02.2024 13:50;4.9
01.02.2024 14:00;5
01.02.2024 14:10;5
01.02.2024 14:20;4.9
01.02.2024 14:30;5
01.02.2024 14:40;5
01.02.2024 14:50;5
01.02.2024 15:00;5.1
01.02.2024 15:10;5.1
01.02.2024 15:20;5.1
01.02.2024 15:30;5.2
01.02.2024 15:40;5.2
01.02.2024 15:50;5.2
01.02.2024 16:00;5.2
01.02.2024 16:10;5.2
01.02.2024 16:20;5.3
01.02.2024 16:30;5.3
01.02.2024 16:40;5.2
01.02.2024 16:50;5.3
01.02.2024 17:00;5.4
01.02.2024 17:10;5.3
01.02.2024 17:20;5.4
01.02.2024 17:30;5.1
01.02.2024 17:40;4.6
01.02.2024 17:50;4.5
01.02.2024 18:00;4.5
01.02.2024 18:10;4.4
01.02.2024 18:20;4.4
01.02.2024 18:30;4.4
01.02.2024 18:40;4.6
01.02.2024 18:50;4.4
01.02.2024 19:00;4.5
01.02.2024 19:10;4.5
01.02.2024 19:20;4.5
01.02.2024 19:30;4.4
01.02.2024 19:40;4.5
01.02.2024 19:50;4.4
01.02.2024 20:00;4.4
01.02.2024 20:10;4.3
01.02.2024 20:20;4.4
01.02.2024 20:30;4.5
01.02.2024 20:40;4.4
01.02.2024 20:50;4.4
01.02.2024 21:00;4.5
01.02.2024 21:10;4.5
01.02.2024 21:20;4.3
01.02.2024 21:30;4.2
01.02.2024 21:40;4.3
01.02.2024 21:50;4.3
01.02.2024 22:00;4.2
01.02.2024 22:10;4
01.02.2024 22:20;4
01.02.2024 22:30;4
01.02.2024 22:40;3.9
01.02.2024 22:50;3.7
01.02.2024 23:00;3.7
01.02.2024 23:10;3.7
01.02.2024 23:20;3.7
01.02.2024 23:30;3.7
01.02.2024 23:40;3.7
01.02.2024 23:50;3.5
02.02.2024 00:00;3.3
02.02.2024 00:10;3.4
02.02.2024 00:20;3.3
02.02.2024 00:30;3.2
02.02.2024 00:40;3.2
02.02.2024 00:50;3.1
02.02.2024 01:00;3
02.02.2024 01:10;3
02.02.2024 01:20;2.9
02.02.2024 01:30;2.8
02.02.2024 01:40;2.8
02.02.2024 01:50;2.8
02.02.2024 02:00;2.6
02.02.2024 02:10;2.7
02.02.2024 02:20;2.6
02.02.2024 02:30;2.7
02.02.2024 02:40;2.6
02.02.2024 02:50;2.5
02.02.2024 03:00;2.5
02.02.2024 03:10;2.5
02.02.2024 03:20;2.5
02.02.2024 03:30;2.5
02.02.2024 03:40;2.4
02.02.2024 03:50;2.5
02.02.2024 04:00;2.4
02.02.2024 04:10;2.4
02.02.2024 04:20;2.4
02.02.2024 04:30;2.4
02.02.2024 04:40;2.4
02.02.2024 04:50;2.4
02.02.2024 05:00;2.5
02.02.2024 05:10;2.5
02.02.2024 05:20;2.5
02.02.2024 05:30;2.4
02.02.2024 05:40;2.4
02.02.2024 05:50;2.4
02.02.2024 06:00;2.5
02.02.2024 06:10;2.5
02.02.2024 06:20;2.6
02.02.2024 06:30;2.8
02.02.2024 06:40;2.8
02.02.2024 06:50;2.7
02.02.2024 07:00;2.9
02.02.2024 07:10;3.1
02.02.2024 07:20;3.1
02.02.2024 07:30;3.3
02.02.2024 07:40;3.2
02.02.2024 07:50;3.2
02.02.2024 08:00;3.3
02.02.2024 08:10;3.4
02.02.2024 08:20;3.6
02.02.2024 08:30;3.7
02.02.2024 08:40;3.8
02.02.2024 08:50;3.9
02.02.2024 09:00;3.9
02.02.2024 09:10;4
02.02.2024 09:20;4.1
02.02.2024 09:30;4.3
02.02.2024 09:40;4.4
02.02.2024 09:50;4.4
